Date,Close/Last,Volume,Open,High,Low
05/14/2019,$62.54,2015468,$62.49,$63.12,$61.28
05/13/2019,$61.91,2573808,$64.66,$64.76,$61.59
05/10/2019,$66.6,2445249,$68.42,$68.8,$64.25
05/09/2019,$68.39,1559010,$67.6,$68.4,$65.73
05/08/2019,$68.29,1996674,$69.5,$70.06,$68.25
05/07/2019,$69.78,1740741,$70.04,$70.72,$68.9
05/06/2019,$71.1,1415183,$69.13,$71.13,$68.5
05/03/2019,$71.02,2388175,$69.03,$71.07,$68.56
05/02/2019,$69.01,3989473,$69,$70.58,$67.18
05/01/2019,$71.41,9142443,$67.75,$73.59,$67.43
04/30/2019,$66.79,5109834,$65.7,$66.92,$63.1349
04/29/2019,$65.67,5246918,$66.15,$66.48,$63.66
04/26/2019,$66.78,14271990,$74.05,$77.5,$66.61
04/25/2019,$69.78,5003332,$69.75,$71.4,$68.35
04/24/2019,$69.23,2350002,$68.2,$69.96,$67.51
04/23/2019,$67.96,2652722,$66.52,$69.48,$66.06
04/22/2019,$65.94,2066053,$63.96,$66.145,$63.6
04/18/2019,$64.07,2454107,$66.09,$66.09,$63.31
04/17/2019,$65.94,1365731,$66.69,$66.92,$65.58
04/16/2019,$66.31,1228396,$65.62,$66.57,$65.19
04/15/2019,$65.33,2524986,$65.33,$67.13,$64.795
04/12/2019,$65.4,6501569,$68.62,$68.62,$64.57
04/11/2019,$69.4,1391700,$70.58,$71.27,$69.1
04/10/2019,$70.28,1338449,$70.14,$70.62,$69.25
04/09/2019,$70.25,2067496,$71.37,$71.71,$69.91
04/08/2019,$71.7,1304467,$70.82,$72.06,$69.93
04/05/2019,$71.18,2390294,$70.51,$72.78,$70.34
04/04/2019,$70.27,1166113,$70.8,$71.37,$68.87
04/03/2019,$70.88,1758901,$71.95,$73.58,$70.54
04/02/2019,$70.58,1208652,$70.6,$71.15,$69.88
04/01/2019,$70.48,3366058,$70.73,$72.05,$69.73
03/29/2019,$69.47,2676941,$67.78,$69.74,$67.58
03/28/2019,$66.96,1746300,$66.44,$68.1,$65.9
03/27/2019,$66.15,2189270,$67.25,$67.93,$65.51
03/26/2019,$67.25,1516298,$68.53,$69.06,$66.79
03/25/2019,$67.86,1742875,$68.04,$69.21,$66.95
03/22/2019,$68.59,1778976,$69.22,$69.81,$67.91
